tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,MEMRD_ADDR,MEMRD_DATA,RA,CD16,CSA_12_0
71363703,0,1,1,0,0,0,15,300,0
71363704,0,1,1,0,0,0,15,300,0
71363705,0,1,1,0,0,0,15,300,0
71363706,300,1,1,3,0,0,15,300,0
71363707,300,1,1,3,0,0,15,0,0
71363708,300,1,1,3,0,0,15,0,2001
71363709,300,1,1,3,0,0,15,0,17042
71363710,300,1,1,3,0,0,15,0,17042
71363711,300,1,1,3,3042,0,15,0,0
71363712,300,1,1,3,3042,0,15,0,6000
71363713,300,1,1,3,0,0,15,0,6000
71363714,300,1,1,3,0,0,15,0,6000
71363715,300,1,1,3,0,0,15,0,6000
71363716,300,1,1,3,0,173005,15,173005,7730
71363717,300,1,1,3,0,173005,15,173005,7730
71363718,300,1,1,3,0,173005,15,173005,7730
71363719,300,1,1,3,0,173005,15,173005,7730
71363720,300,1,1,3,0,0,15,173005,7730
71363721,300,1,1,3,0,0,15,173005,7730
71363722,300,1,1,3,0,0,15,173005,7730
71363723,5,1,1,3,0,0,15,173005,0
71363724,5,1,1,3,0,0,15,0,0
71363725,5,1,1,3,0,0,15,0,2001
71363726,5,1,1,3,0,0,15,0,17043
71363727,5,1,1,3,0,0,15,0,17043
71363728,5,1,1,3,3043,0,15,0,0
71363729,5,1,1,3,3043,0,15,0,6000
71363730,5,1,1,3,0,0,15,0,6000
71363731,5,1,1,3,0,0,15,0,6000
71363732,5,1,1,3,0,0,15,0,6000
71363733,5,1,1,3,0,150415,15,150415,7504
71363734,5,1,1,3,0,150415,15,150415,7504
71363735,5,1,1,3,0,150415,15,150415,7504
71363736,5,1,1,3,0,150415,15,150415,7504
71363737,5,1,1,3,0,0,15,150415,7504
71363738,5,1,1,3,0,0,15,150415,7504
71363739,5,1,1,3,0,0,15,150415,7504
71363740,0,1,1,0,0,0,15,156415,657
71363741,0,1,1,0,0,0,15,116400,657
71363742,0,1,1,0,0,0,15,116400,326
71363743,0,1,1,0,0,0,15,116400,326
71363744,0,1,1,0,0,0,15,116400,326
71363745,0,1,1,0,0,0,15,116400,327
71363746,0,1,1,0,0,0,15,116400,327
71363747,0,1,1,0,0,0,15,116400,330
71363748,0,1,1,0,0,0,15,116400,660
71363749,0,1,1,0,0,0,15,116400,660
71363750,0,1,1,0,0,0,15,116400,660
71363751,0,1,1,0,0,0,15,116400,3655
71363752,244,1,1,0,0,0,15,110244,3655
71363753,244,1,1,0,0,0,15,110244,3655
71363754,244,1,1,0,0,0,15,110244,474
71363755,244,1,1,0,0,0,15,110244,474
71363756,244,1,1,0,0,0,15,110244,474
71363757,244,1,1,0,0,0,15,110244,475
71363758,305,1,1,3,0,0,15,305,475
71363759,305,1,1,3,0,0,15,305,476
71363760,305,1,1,3,0,0,15,305,501
71363761,244,1,1,0,0,0,15,110244,501
71363762,244,1,1,0,0,0,15,110244,501
71363763,244,1,1,0,0,0,15,110244,502
71363764,7,1,1,0,0,0,15,7,502
71363765,7,1,1,0,0,0,15,7,503
71363766,7,1,1,0,0,0,15,7,503
71363767,300,1,1,0,0,0,15,300,503
71363768,300,1,1,0,0,0,15,300,504
71363769,300,1,1,0,0,0,15,300,511
71363770,3,1,1,0,0,0,15,3,511
71363771,3,1,1,0,0,0,15,3,511
71363772,3,1,1,0,0,0,15,3,3725
71363773,141,1,1,0,0,0,15,30141,3725
71363774,141,1,1,0,0,0,15,30141,3725
71363775,141,1,1,0,0,0,15,30141,476
71363776,15,0,1,0,0,0,15,15,476
# MARK wr tick=71363776
71363777,15,0,1,0,0,0,15,15,476
71389329,13,1,1,0,0,0,0,100013,1120
71389330,0,1,1,0,0,0,0,0,1120
71389331,0,1,1,0,0,0,0,0,1120
71389332,0,1,1,0,0,0,0,0,1120
71389333,1,1,1,0,0,0,0,1,1120
71389334,1,1,1,0,0,0,0,1,1120
71389335,1,1,1,0,0,0,0,1,1120
71389336,2,1,1,0,0,0,0,2,1120
71389337,2,1,1,0,0,0,0,2,1120
71389338,2,1,1,0,0,0,0,2,1120
71389339,4,1,1,0,0,0,0,4,1120
71389340,4,1,1,0,0,0,0,4,1120
71389341,4,1,1,0,0,0,0,4,1120
71389342,10,1,1,0,0,0,0,10,1120
71389343,10,1,1,0,0,0,0,10,1120
71389344,10,1,1,0,0,0,0,10,1120
71389345,20,1,1,0,0,0,0,20,1120
71389346,20,1,1,0,0,0,0,20,1120
71389347,20,1,1,0,0,0,0,20,1120
71389348,40,1,1,0,0,0,0,40,1120
71389349,40,1,1,0,0,0,0,40,1120
71389350,40,1,1,0,0,0,0,40,1120
71389351,100,1,1,0,0,0,0,100,1120
71389352,100,1,1,0,0,0,0,100,1120
71389353,100,1,1,0,0,0,0,100,1120
71389354,200,1,1,0,0,0,0,200,1120
71389355,200,1,1,0,0,0,0,200,1120
71389356,200,1,1,0,0,0,0,200,1120
71389357,0,1,1,0,0,0,0,400,1120
71389358,0,1,1,0,0,0,0,400,1120
71389359,0,1,1,0,0,0,0,400,1120
71389360,0,1,1,0,0,0,0,1000,1120
71389361,0,1,1,0,0,0,0,1000,1120
71389362,0,1,1,0,0,0,0,1000,1120
71389363,0,1,1,0,0,0,0,2000,1120
71389364,0,1,1,0,0,0,0,2000,1120
71389365,0,1,1,0,0,0,0,2000,1120
71389366,0,1,1,0,0,0,0,4000,1120
71389367,0,1,1,0,0,0,0,4000,1120
71389368,0,1,1,0,0,0,0,4000,1121
71389369,1,1,1,0,0,0,0,10001,1121
71389370,1,1,1,0,0,0,0,10001,1122
71389371,1,1,1,0,0,0,0,10001,1133
71389372,0,1,1,0,0,0,0,0,1133
71389373,0,1,1,0,0,0,0,0,1133
71389374,0,1,1,0,0,0,0,0,1134
71389375,0,1,1,0,0,0,0,0,1134
71389376,0,1,1,0,0,0,0,0,1135
71389377,0,1,1,0,0,0,0,0,1140
71389378,0,1,1,0,0,0,0,0,1140
71389379,0,1,1,0,0,0,0,0,1140
71389380,0,1,1,0,0,0,0,0,1141
71389381,1,1,1,0,0,0,0,1,1141
71389382,1,1,1,0,0,0,0,1,1142
71389383,1,1,1,0,0,0,0,1,1142
71389384,1,1,1,0,0,0,0,1,1142
71389385,1,1,1,0,0,0,0,1,1143
71389386,1,1,1,0,0,0,0,1,666
71389387,0,1,1,0,0,0,0,140000,666
71389388,0,1,1,0,0,0,0,140000,666
71389389,0,1,1,0,0,0,0,140000,0
71389390,0,1,1,3,0,0,0,0,0
71389391,0,1,1,3,0,0,0,0,0
71389392,0,1,1,3,0,0,0,0,2001
71389393,0,1,1,3,0,0,0,0,17040
71389394,0,1,1,3,0,0,0,0,17040
71389395,0,1,1,3,3040,0,0,0,0
71389396,0,1,1,3,3040,0,0,0,6000
71389397,0,1,1,3,0,0,0,0,6000
71389398,0,1,1,3,0,0,0,0,6000
71389399,0,1,1,3,0,0,0,0,6000
71389400,0,1,1,3,0,44035,0,44035,6440
71389401,0,1,1,3,0,44035,0,44035,6440
71389402,0,1,1,3,0,44035,0,44035,6440
71389403,0,1,1,3,0,44035,0,44035,6440
71389404,0,1,1,3,0,0,0,44035,6440
71389405,0,1,1,3,0,0,0,44035,6440
71389406,0,1,1,3,0,0,0,44035,6440
71389407,1,1,1,0,0,0,0,44035,170
71389408,1,1,1,0,0,0,0,0,170
71389409,1,1,1,0,0,0,0,0,0
71389410,1,1,1,0,0,0,0,0,0
71389411,1,1,1,0,0,0,0,0,0
71389412,1,1,1,0,3075,0,0,0,0
71389413,1,1,1,0,3075,0,0,0,0
71389414,1,1,1,0,0,0,0,0,0
71389415,1,1,1,0,0,0,0,0,0
71389416,1,1,1,0,0,0,0,0,0
71389417,1,1,1,0,0,12,0,12,0
71389418,1,1,1,0,0,12,0,12,0
71389419,1,1,1,0,0,12,0,12,0
71389420,1,1,1,0,0,12,0,12,0
71389421,1,1,1,0,0,0,0,12,0
71389422,1,1,1,0,0,0,0,12,0
71389423,1,1,1,0,0,0,0,12,0
71389424,12,1,1,3,0,0,0,12,0
71389425,12,1,1,3,0,0,0,0,0
71389426,12,1,1,3,0,0,0,0,2001
71389427,12,1,1,3,0,0,0,0,17041
71389428,12,1,1,3,0,0,0,0,17041
71389429,12,1,1,3,3041,0,0,0,0
71389430,12,1,1,3,3041,0,0,0,6000
71389431,12,1,1,3,0,0,0,0,6000
71389432,12,1,1,3,0,0,0,0,6000
71389433,12,1,1,3,0,0,0,0,6000
71389434,12,1,1,3,0,50033,0,50033,6500
71389435,12,1,1,3,0,50033,0,50033,6500
71389436,12,1,1,3,0,50033,0,50033,6500
71389437,12,1,1,3,0,50033,0,50033,6500
71389438,12,1,1,3,0,0,0,50033,6500
71389439,12,1,1,3,0,0,0,50033,6500
71389440,12,1,1,3,0,0,0,50033,6500
71389441,1,1,1,0,0,0,12,50033,172
71389442,1,1,1,0,0,0,12,0,172
71389443,1,1,1,0,0,0,12,0,0
71389444,1,1,1,0,0,0,12,0,0
71389445,1,1,1,0,0,0,12,0,0
71389446,1,1,1,0,3074,0,12,0,0
71389447,1,1,1,0,3074,0,12,0,0
71389448,1,1,1,0,0,0,12,0,0
71389449,1,1,1,0,0,0,12,0,0
71389450,1,1,1,0,0,0,12,0,0
71389451,1,1,1,0,0,300,12,300,0
71389452,1,1,1,0,0,300,12,300,0
71389453,1,1,1,0,0,300,12,300,0
71389454,1,1,1,0,0,300,12,300,0
71389455,1,1,1,0,0,0,12,300,0
71389456,1,1,1,0,0,0,12,300,0
71389457,1,1,1,0,0,0,12,300,0
71389458,300,1,1,3,0,0,12,300,0
71389459,300,1,1,3,0,0,12,0,0
71389460,300,1,1,3,0,0,12,0,2001
71389461,300,1,1,3,0,0,12,0,17042
71389462,300,1,1,3,0,0,12,0,17042
71389463,300,1,1,3,3042,0,12,0,0
71389464,300,1,1,3,3042,0,12,0,6000
71389465,300,1,1,3,0,0,12,0,6000
71389466,300,1,1,3,0,0,12,0,6000
71389467,300,1,1,3,0,0,12,0,6000
71389468,300,1,1,3,0,173005,12,173005,7730
71389469,300,1,1,3,0,173005,12,173005,7730
71389470,300,1,1,3,0,173005,12,173005,7730
71389471,300,1,1,3,0,173005,12,173005,7730
71389472,300,1,1,3,0,0,12,173005,7730
71389473,300,1,1,3,0,0,12,173005,7730
71389474,300,1,1,3,0,0,12,173005,7730
71389475,5,1,1,3,0,0,12,173005,0
71389476,5,1,1,3,0,0,12,0,0
71389477,5,1,1,3,0,0,12,0,2001
71389478,5,1,1,3,0,0,12,0,17043
71389479,5,1,1,3,0,0,12,0,17043
71389480,5,1,1,3,3043,0,12,0,0
71389481,5,1,1,3,3043,0,12,0,6000
71389482,5,1,1,3,0,0,12,0,6000
71389483,5,1,1,3,0,0,12,0,6000
71389484,5,1,1,3,0,0,12,0,6000
71389485,5,1,1,3,0,150415,12,150415,7504
71389486,5,1,1,3,0,150415,12,150415,7504
71389487,5,1,1,3,0,150415,12,150415,7504
71389488,5,1,1,3,0,150415,12,150415,7504
71389489,5,1,1,3,0,0,12,150415,7504
71389490,5,1,1,3,0,0,12,150415,7504
71389491,5,1,1,3,0,0,12,150415,7504
71389492,1,1,1,0,0,0,12,150415,657
71389493,1,1,1,0,0,0,12,1,657
71389494,1,1,1,0,0,0,12,1,326
71389495,1,1,1,0,0,0,12,1,326
71389496,1,1,1,0,0,0,12,1,326
71389497,1,1,1,0,0,0,12,1,327
71389498,1,1,1,0,0,0,12,1,327
71389499,1,1,1,0,0,0,12,1,330
71389500,1,1,1,0,0,0,12,1,660
71389501,1,1,1,0,0,0,12,1,660
71389502,1,1,1,0,0,0,12,1,660
71389503,1,1,1,0,0,0,12,1,3655
71389504,244,1,1,0,0,0,12,110244,3655
71389505,244,1,1,0,0,0,12,110244,3655
71389506,244,1,1,0,0,0,12,110244,474
71389507,244,1,1,0,0,0,12,110244,474
71389508,244,1,1,0,0,0,12,110244,474
71389509,244,1,1,0,0,0,12,110244,475
71389510,305,1,1,3,0,0,12,305,475
71389511,305,1,1,3,0,0,12,305,476
71389512,305,1,1,3,0,0,12,305,501
71389513,244,1,1,0,0,0,12,110244,501
71389514,244,1,1,0,0,0,12,110244,501
71389515,244,1,1,0,0,0,12,110244,502
71389516,7,1,1,0,0,0,12,7,502
71389517,7,1,1,0,0,0,12,7,503
71389518,7,1,1,0,0,0,12,7,503
71389519,300,1,1,0,0,0,12,300,503
71389520,300,1,1,0,0,0,12,300,504
71389521,300,1,1,0,0,0,12,300,511
71389522,3,1,1,0,0,0,12,3,511
71389523,3,1,1,0,0,0,12,3,511
71389524,3,1,1,0,0,0,12,3,3725
71389525,141,1,1,0,0,0,12,30141,3725
71389526,141,1,1,0,0,0,12,30141,3725
71389527,141,1,1,0,0,0,12,30141,476
71389528,12,0,1,0,0,0,12,12,476
# MARK wr tick=71389528
71389529,12,0,1,0,0,0,12,12,476
71421081,377,1,1,0,0,0,177777,177777,1151
71421082,54,1,1,0,0,0,177777,2454,1151
71421083,54,1,1,0,0,0,177777,2454,1151
71421084,54,1,1,0,0,0,177777,2454,1151
71421085,147,1,1,0,0,0,177777,1147,1151
71421086,147,1,1,0,0,0,177777,1147,1151
71421087,147,1,1,0,0,0,177777,1147,1151
71421088,7,1,1,0,0,0,177777,2407,1151
71421089,7,1,1,0,0,0,177777,2407,1151
71421090,7,1,1,0,0,0,177777,2407,1151
71421091,157,1,1,0,0,0,177777,12557,1151
71421092,157,1,1,0,0,0,177777,12557,1151
71421093,157,1,1,0,0,0,177777,12557,1152
71421094,0,1,1,0,0,0,177777,116400,1152
71421095,0,1,1,0,0,0,177777,116400,1153
71421096,0,1,1,0,0,0,177777,116400,1153
71421097,0,1,1,0,0,0,177777,170000,1153
71421098,0,1,1,0,0,0,177777,170000,1154
71421099,0,1,1,0,0,0,177777,170000,1154
71421100,0,1,1,0,0,0,177777,110000,1154
71421101,0,1,1,0,0,0,177777,110000,1155
71421102,0,1,1,0,0,0,177777,110000,1155
71421103,7,1,1,0,0,0,177777,7,1155
71421104,7,1,1,0,0,0,177777,7,1156
71421105,7,1,1,0,0,0,177777,7,1156
71421106,1,1,1,0,0,0,177777,20001,1156
71421107,1,1,1,0,0,0,177777,20001,1157
71421108,1,1,1,0,0,0,177777,20001,1156
71421109,104,1,1,0,0,0,177777,7504,1156
71421110,104,1,1,0,0,0,177777,7504,1156
71421111,104,1,1,0,0,0,177777,7504,1156
71421112,104,1,1,0,0,0,177777,7504,1156
71421113,104,1,1,0,0,0,177777,7504,1156
71421114,104,1,1,0,0,0,177777,7504,1156
71421115,302,1,1,0,0,0,177777,302,1156
71421116,302,1,1,0,0,0,177777,302,1156
71421117,302,1,1,0,0,0,177777,302,1156
71421118,0,1,1,0,0,0,177777,0,1156
71421119,0,1,1,0,0,0,177777,0,1156
71421120,0,1,1,0,0,0,177777,0,1156
71421121,26,1,1,0,0,0,0,3026,1156
71421122,26,1,1,0,0,0,0,3026,1156
71421123,26,1,1,0,0,0,0,3026,1156
71421124,272,1,1,0,0,0,0,7672,1156
71421125,272,1,1,0,0,0,0,7672,1156
71421126,272,1,1,0,0,0,0,7672,1156
71421127,40,1,1,0,0,0,0,3040,1156
71421128,40,1,1,0,0,0,0,3040,1156
71421129,40,1,1,0,0,0,0,3040,1156
71421130,272,1,1,0,0,0,0,55672,1156
71421131,272,1,1,0,0,0,0,55672,1156
71421132,272,1,1,0,0,0,0,55672,1157
71421133,244,1,1,0,0,0,0,110244,1157
71421134,244,1,1,0,0,0,0,110244,1160
71421135,244,1,1,0,0,0,0,110244,1160
71421136,0,1,1,3,0,0,0,0,1160
71421137,0,1,1,3,0,0,0,0,1161
71421138,0,1,1,3,0,0,0,0,1076
71421139,244,1,1,0,0,0,0,110244,1076
71421140,244,1,1,0,0,0,0,110244,1076
71421141,244,1,1,0,0,0,0,110244,0
71421142,0,1,1,3,0,0,0,0,0
71421143,0,1,1,3,0,0,0,0,0
71421144,0,1,1,3,0,0,0,0,2001
71421145,0,1,1,3,0,0,0,0,17040
71421146,0,1,1,3,0,0,0,0,17040
71421147,0,1,1,3,3040,0,0,0,0
71421148,0,1,1,3,3040,0,0,0,6000
71421149,0,1,1,3,0,0,0,0,6000
71421150,0,1,1,3,0,0,0,0,6000
71421151,0,1,1,3,0,0,0,0,6000
71421152,0,1,1,3,0,44035,0,44035,6440
71421153,0,1,1,3,0,44035,0,44035,6440
71421154,0,1,1,3,0,44035,0,44035,6440
71421155,0,1,1,3,0,44035,0,44035,6440
71421156,0,1,1,3,0,0,0,44035,6440
71421157,0,1,1,3,0,0,0,44035,6440
71421158,0,1,1,3,0,0,0,44035,6440
71421159,0,1,1,0,0,0,0,44035,170
71421160,0,1,1,0,0,0,0,0,170
71421161,0,1,1,0,0,0,0,0,0
71421162,0,1,1,0,0,0,0,0,0
71421163,0,1,1,0,0,0,0,0,0
71421164,0,1,1,0,3075,0,0,0,0
71421165,0,1,1,0,3075,0,0,0,0
71421166,0,1,1,0,0,0,0,0,0
71421167,0,1,1,0,0,0,0,0,0
71421168,0,1,1,0,0,0,0,0,0
71421169,0,1,1,0,0,40,0,40,0
71421170,0,1,1,0,0,40,0,40,0
71421171,0,1,1,0,0,40,0,40,0
71421172,0,1,1,0,0,40,0,40,0
71421173,0,1,1,0,0,0,0,40,0
71421174,0,1,1,0,0,0,0,40,0
71421175,0,1,1,0,0,0,0,40,0
71421176,40,1,1,3,0,0,0,40,0
71421177,40,1,1,3,0,0,0,0,0
71421178,40,1,1,3,0,0,0,0,2001
71421179,40,1,1,3,0,0,0,0,17041
71421180,40,1,1,3,0,0,0,0,17041
71421181,40,1,1,3,3041,0,0,0,0
71421182,40,1,1,3,3041,0,0,0,6000
71421183,40,1,1,3,0,0,0,0,6000
71421184,40,1,1,3,0,0,0,0,6000
71421185,40,1,1,3,0,0,0,0,6000
71421186,40,1,1,3,0,50033,0,50033,6500
71421187,40,1,1,3,0,50033,0,50033,6500
71421188,40,1,1,3,0,50033,0,50033,6500
71421189,40,1,1,3,0,50033,0,50033,6500
71421190,40,1,1,3,0,0,0,50033,6500
71421191,40,1,1,3,0,0,0,50033,6500
71421192,40,1,1,3,0,0,0,50033,6500
71421193,0,1,1,0,0,0,40,50033,172
71421194,0,1,1,0,0,0,40,0,172
71421195,0,1,1,0,0,0,40,0,0
71421196,0,1,1,0,0,0,40,0,0
71421197,0,1,1,0,0,0,40,0,0
71421198,0,1,1,0,3074,0,40,0,0
71421199,0,1,1,0,3074,0,40,0,0
71421200,0,1,1,0,0,0,40,0,0
71421201,0,1,1,0,0,0,40,0,0
71421202,0,1,1,0,0,0,40,0,0
71421203,0,1,1,0,0,300,40,300,0
71421204,0,1,1,0,0,300,40,300,0
71421205,0,1,1,0,0,300,40,300,0
71421206,0,1,1,0,0,300,40,300,0
71421207,0,1,1,0,0,0,40,300,0
71421208,0,1,1,0,0,0,40,300,0
71421209,0,1,1,0,0,0,40,300,0
71421210,300,1,1,3,0,0,40,300,0
71421211,300,1,1,3,0,0,40,0,0
71421212,300,1,1,3,0,0,40,0,2001
71421213,300,1,1,3,0,0,40,0,17042
71421214,300,1,1,3,0,0,40,0,17042
71421215,300,1,1,3,3042,0,40,0,0
71421216,300,1,1,3,3042,0,40,0,6000
71421217,300,1,1,3,0,0,40,0,6000
71421218,300,1,1,3,0,0,40,0,6000
71421219,300,1,1,3,0,0,40,0,6000
71421220,300,1,1,3,0,173005,40,173005,7730
71421221,300,1,1,3,0,173005,40,173005,7730
71421222,300,1,1,3,0,173005,40,173005,7730
71421223,300,1,1,3,0,173005,40,173005,7730
71421224,300,1,1,3,0,0,40,173005,7730
71421225,300,1,1,3,0,0,40,173005,7730
71421226,300,1,1,3,0,0,40,173005,7730
71421227,5,1,1,3,0,0,40,173005,0
71421228,5,1,1,3,0,0,40,0,0
71421229,5,1,1,3,0,0,40,0,2001
71421230,5,1,1,3,0,0,40,0,17043
71421231,5,1,1,3,0,0,40,0,17043
71421232,5,1,1,3,3043,0,40,0,0
71421233,5,1,1,3,3043,0,40,0,6000
71421234,5,1,1,3,0,0,40,0,6000
71421235,5,1,1,3,0,0,40,0,6000
71421236,5,1,1,3,0,0,40,0,6000
71421237,5,1,1,3,0,150415,40,150415,7504
71421238,5,1,1,3,0,150415,40,150415,7504
71421239,5,1,1,3,0,150415,40,150415,7504
71421240,5,1,1,3,0,150415,40,150415,7504
71421241,5,1,1,3,0,0,40,150415,7504
71421242,5,1,1,3,0,0,40,150415,7504
71421243,5,1,1,3,0,0,40,150415,7504
71421244,0,1,1,0,0,0,40,156415,657
71421245,0,1,1,0,0,0,40,116400,657
71421246,0,1,1,0,0,0,40,116400,326
71421247,0,1,1,0,0,0,40,116400,326
71421248,0,1,1,0,0,0,40,116400,326
71421249,0,1,1,0,0,0,40,116400,327
71421250,0,1,1,0,0,0,40,116400,327
71421251,0,1,1,0,0,0,40,116400,330
71421252,0,1,1,0,0,0,40,116400,660
71421253,0,1,1,0,0,0,40,116400,660
71421254,0,1,1,0,0,0,40,116400,660
71421255,0,1,1,0,0,0,40,116400,3655
71421256,244,1,1,0,0,0,40,110244,3655
71421257,244,1,1,0,0,0,40,110244,3655
71421258,244,1,1,0,0,0,40,110244,474
71421259,244,1,1,0,0,0,40,110244,474
71421260,244,1,1,0,0,0,40,110244,474
71421261,244,1,1,0,0,0,40,110244,475
71421262,305,1,1,3,0,0,40,305,475
71421263,305,1,1,3,0,0,40,305,476
71421264,305,1,1,3,0,0,40,305,501
71421265,244,1,1,0,0,0,40,110244,501
71421266,244,1,1,0,0,0,40,110244,501
71421267,244,1,1,0,0,0,40,110244,502
71421268,7,1,1,0,0,0,40,7,502
71421269,7,1,1,0,0,0,40,7,503
71421270,7,1,1,0,0,0,40,7,503
71421271,300,1,1,0,0,0,40,300,503
71421272,300,1,1,0,0,0,40,300,504
71421273,300,1,1,0,0,0,40,300,511
71421274,3,1,1,0,0,0,40,3,511
71421275,3,1,1,0,0,0,40,3,511
71421276,3,1,1,0,0,0,40,3,3725
71421277,141,1,1,0,0,0,40,30141,3725
71421278,141,1,1,0,0,0,40,30141,3725
71421279,141,1,1,0,0,0,40,30141,476
71421280,40,0,1,0,0,0,40,40,476
# MARK wr tick=71421280
71421281,40,0,1,0,0,0,40,40,476
71447243,13,1,1,0,0,0,0,100013,1120
71447244,0,1,1,0,0,0,0,0,1120
71447245,0,1,1,0,0,0,0,0,1120
71447246,0,1,1,0,0,0,0,0,1120
71447247,1,1,1,0,0,0,0,1,1120
71447248,1,1,1,0,0,0,0,1,1120
71447249,1,1,1,0,0,0,0,1,1120
71447250,2,1,1,0,0,0,0,2,1120
71447251,2,1,1,0,0,0,0,2,1120
71447252,2,1,1,0,0,0,0,2,1120
71447253,4,1,1,0,0,0,0,4,1120
71447254,4,1,1,0,0,0,0,4,1120
71447255,4,1,1,0,0,0,0,4,1120
71447256,10,1,1,0,0,0,0,10,1120
71447257,10,1,1,0,0,0,0,10,1120
71447258,10,1,1,0,0,0,0,10,1120
71447259,20,1,1,0,0,0,0,20,1120
71447260,20,1,1,0,0,0,0,20,1120
71447261,20,1,1,0,0,0,0,20,1120
71447262,40,1,1,0,0,0,0,40,1120
71447263,40,1,1,0,0,0,0,40,1120
71447264,40,1,1,0,0,0,0,40,1120
71447265,100,1,1,0,0,0,0,100,1120
71447266,100,1,1,0,0,0,0,100,1120
71447267,100,1,1,0,0,0,0,100,1120
71447268,200,1,1,0,0,0,0,200,1120
71447269,200,1,1,0,0,0,0,200,1120
71447270,200,1,1,0,0,0,0,200,1120
71447271,0,1,1,0,0,0,0,400,1120
71447272,0,1,1,0,0,0,0,400,1120
71447273,0,1,1,0,0,0,0,400,1120
71447274,0,1,1,0,0,0,0,1000,1120
71447275,0,1,1,0,0,0,0,1000,1120
71447276,0,1,1,0,0,0,0,1000,1120
71447277,0,1,1,0,0,0,0,2000,1120
71447278,0,1,1,0,0,0,0,2000,1120
71447279,0,1,1,0,0,0,0,2000,1120
71447280,0,1,1,0,0,0,0,4000,1120
71447281,0,1,1,0,0,0,0,4000,1120
71447282,0,1,1,0,0,0,0,4000,1121
71447283,1,1,1,0,0,0,0,10001,1121
71447284,1,1,1,0,0,0,0,10001,1122
71447285,1,1,1,0,0,0,0,10001,1133
71447286,0,1,1,0,0,0,0,0,1133
71447287,0,1,1,0,0,0,0,0,1133
71447288,0,1,1,0,0,0,0,0,1134
71447289,0,1,1,0,0,0,0,0,1134
71447290,0,1,1,0,0,0,0,0,1135
71447291,0,1,1,0,0,0,0,0,1140
71447292,0,1,1,0,0,0,0,0,1140
71447293,0,1,1,0,0,0,0,0,1140
71447294,0,1,1,0,0,0,0,0,1141
71447295,1,1,1,0,0,0,0,1,1141
71447296,1,1,1,0,0,0,0,1,1142
71447297,1,1,1,0,0,0,0,1,1142
71447298,1,1,1,0,0,0,0,1,1142
71447299,1,1,1,0,0,0,0,1,1143
71447300,1,1,1,0,0,0,0,1,666
71447301,0,1,1,0,0,0,0,140000,666
71447302,0,1,1,0,0,0,0,140000,666
71447303,0,1,1,0,0,0,0,140000,0
71447304,0,1,1,3,0,0,0,0,0
71447305,0,1,1,3,0,0,0,0,0
71447306,0,1,1,3,0,0,0,0,2001
71447307,0,1,1,3,0,0,0,0,17040
71447308,0,1,1,3,0,0,0,0,17040
71447309,0,1,1,3,3040,0,0,0,0
71447310,0,1,1,3,3040,0,0,0,6000
71447311,0,1,1,3,0,0,0,0,6000
71447312,0,1,1,3,0,0,0,0,6000
71447313,0,1,1,3,0,0,0,0,6000
71447314,0,1,1,3,0,44035,0,44035,6440
71447315,0,1,1,3,0,44035,0,44035,6440
71447316,0,1,1,3,0,44035,0,44035,6440
71447317,0,1,1,3,0,44035,0,44035,6440
71447318,0,1,1,3,0,0,0,44035,6440
71447319,0,1,1,3,0,0,0,44035,6440
71447320,0,1,1,3,0,0,0,44035,6440
71447321,1,1,1,0,0,0,0,44035,170
71447322,1,1,1,0,0,0,0,0,170
71447323,1,1,1,0,0,0,0,0,0
71447324,1,1,1,0,0,0,0,0,0
71447325,1,1,1,0,0,0,0,0,0
71447326,1,1,1,0,3075,0,0,0,0
71447327,1,1,1,0,3075,0,0,0,0
71447328,1,1,1,0,0,0,0,0,0
71447329,1,1,1,0,0,0,0,0,0
71447330,1,1,1,0,0,0,0,0,0
71447331,1,1,1,0,0,40,0,40,0
71447332,1,1,1,0,0,40,0,40,0
71447333,1,1,1,0,0,40,0,40,0
71447334,1,1,1,0,0,40,0,40,0
71447335,1,1,1,0,0,0,0,40,0
71447336,1,1,1,0,0,0,0,40,0
71447337,1,1,1,0,0,0,0,40,0
71447338,40,1,1,3,0,0,0,40,0
71447339,40,1,1,3,0,0,0,0,0
71447340,40,1,1,3,0,0,0,0,2001
71447341,40,1,1,3,0,0,0,0,17041
71447342,40,1,1,3,0,0,0,0,17041
71447343,40,1,1,3,3041,0,0,0,0
71447344,40,1,1,3,3041,0,0,0,6000
71447345,40,1,1,3,0,0,0,0,6000
71447346,40,1,1,3,0,0,0,0,6000
71447347,40,1,1,3,0,0,0,0,6000
71447348,40,1,1,3,0,50033,0,50033,6500
71447349,40,1,1,3,0,50033,0,50033,6500
71447350,40,1,1,3,0,50033,0,50033,6500
71447351,40,1,1,3,0,50033,0,50033,6500
71447352,40,1,1,3,0,0,0,50033,6500
71447353,40,1,1,3,0,0,0,50033,6500
71447354,40,1,1,3,0,0,0,50033,6500
71447355,1,1,1,0,0,0,40,50033,172
71447356,1,1,1,0,0,0,40,0,172
71447357,1,1,1,0,0,0,40,0,0
71447358,1,1,1,0,0,0,40,0,0
71447359,1,1,1,0,0,0,40,0,0
71447360,1,1,1,0,3074,0,40,0,0
71447361,1,1,1,0,3074,0,40,0,0
71447362,1,1,1,0,0,0,40,0,0
71447363,1,1,1,0,0,0,40,0,0
