tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,RA,QREG,RB,RX,MEMRD_ADDR,MEMRD_DATA,CD16,CSA_12_0
71447393,5,1,1,3,40,1,7672,7504,0,0,0,17043
71447394,5,1,1,3,40,1,7672,7504,3043,0,0,0
71447395,5,1,1,3,40,1,7672,7504,3043,0,0,6000
71447396,5,1,1,3,40,1,7672,7504,0,0,0,6000
71447397,5,1,1,3,40,1,7672,7504,0,0,0,6000
71447398,5,1,1,3,40,1,7672,7504,0,0,0,6000
71447399,5,1,1,3,40,1,7672,7504,0,150415,150415,7504
71447400,5,1,1,3,40,1,7672,7504,0,150415,150415,7504
71447401,5,1,1,3,40,1,7672,7504,0,150415,150415,7504
71447402,5,1,1,3,40,1,7672,7504,0,150415,150415,7504
71447403,5,1,1,3,40,1,7672,7504,0,0,150415,7504
71447404,5,1,1,3,40,1,7672,7504,0,0,150415,7504
71447405,5,1,1,3,40,1,7672,7504,0,0,150415,7504
71447406,1,1,1,0,40,1,7672,7504,0,0,150415,657
71447407,1,1,1,0,40,1,7672,7504,0,0,1,657
71447408,1,1,1,0,40,1,7672,7504,0,0,1,326
71447409,1,1,1,0,40,1,7672,7504,0,0,1,326
71447410,1,1,1,0,40,1,7672,7504,0,0,1,326
71447411,1,1,1,0,40,1,7672,7504,0,0,1,327
71447412,1,1,1,0,40,1,7672,7504,0,0,1,327
71447413,1,1,1,0,40,1,7672,7504,0,0,1,330
71447414,1,1,1,0,40,1,7672,7504,0,0,1,660
71447415,1,1,1,0,40,1,7672,7504,0,0,1,660
71447416,1,1,1,0,40,1,7672,7504,0,0,1,660
71447417,1,1,1,0,40,1,7672,7504,0,0,1,3655
71447418,244,1,1,0,40,1,7672,7504,0,0,110244,3655
71447419,244,1,1,0,40,1,7672,7504,0,0,110244,3655
71447420,244,1,1,0,40,1,7672,7504,0,0,110244,474
71447421,244,1,1,0,40,110244,7672,7504,0,0,110244,474
71447422,244,1,1,0,40,110244,7672,7504,0,0,110244,474
71447423,244,1,1,0,40,110244,7672,7504,0,0,110244,475
71447424,305,1,1,3,40,110244,7672,7504,0,0,305,475
71447425,305,1,1,3,40,110244,7672,7504,0,0,305,476
71447426,305,1,1,3,40,110244,7672,7504,0,0,305,501
71447427,244,1,1,0,40,110244,7672,7504,0,0,110244,501
71447428,244,1,1,0,40,110244,7672,7504,0,0,110244,501
71447429,244,1,1,0,40,110244,7672,7504,0,0,110244,502
71447430,7,1,1,0,40,110244,7672,7504,0,0,7,502
71447431,7,1,1,0,40,110244,7672,7504,0,0,7,503
71447432,7,1,1,0,40,110244,7672,7504,0,0,7,503
71447433,300,1,1,0,40,300,7672,7504,0,0,300,503
71447434,300,1,1,0,40,300,7672,7504,0,0,300,504
71447435,300,1,1,0,40,300,7672,7504,0,0,300,511
71447436,3,1,1,0,40,300,7672,7504,0,0,3,511
71447437,3,1,1,0,40,300,7672,7504,0,0,3,511
71447438,3,1,1,0,40,300,7672,7504,0,0,3,3725
71447439,141,1,1,0,40,304,7672,7504,0,0,30141,3725
71447440,141,1,1,0,40,304,7672,7504,0,0,30141,3725
71447441,141,1,1,0,40,304,7672,7504,0,0,30141,476
71447442,40,0,1,0,40,30141,7672,7504,0,0,40,476
# MARK wr tick=71447442
71447443,40,0,1,0,40,30141,7672,7504,0,0,40,476
71478913,1,1,1,0,177777,60000,1147,15,0,0,10001,1121
71478914,1,1,1,0,177777,60000,1147,15,0,0,10001,1122
71478915,1,1,1,0,177777,60000,1147,15,0,0,10001,1133
71478916,0,1,1,0,177777,140000,1147,15,0,0,0,1133
71478917,0,1,1,0,177777,140000,1147,15,0,0,0,1133
71478918,0,1,1,0,177777,140000,1147,15,0,0,0,1134
71478919,0,1,1,0,177777,0,1147,15,0,0,0,1134
71478920,0,1,1,0,177777,0,1147,15,0,0,0,1135
71478921,0,1,1,0,177777,0,1147,15,0,0,0,1140
71478922,0,1,1,0,177777,0,1147,15,0,0,0,1140
71478923,0,1,1,0,177777,0,1147,15,0,0,0,1140
71478924,0,1,1,0,177777,0,1147,15,0,0,0,1141
71478925,0,1,1,0,177777,0,1147,15,0,0,20000,1141
71478926,0,1,1,0,177777,0,1147,15,0,0,20000,1142
71478927,0,1,1,0,177777,0,1147,15,0,0,20000,1142
71478928,1,1,1,0,177777,20000,1147,15,0,0,1,1142
71478929,1,1,1,0,177777,20000,1147,15,0,0,1,1143
71478930,1,1,1,0,177777,20000,1147,15,0,0,1,1143
71478931,0,1,1,0,177777,20000,1147,15,0,0,140000,1143
71478932,0,1,1,0,177777,20000,1147,15,0,0,140000,1144
71478933,0,1,1,0,177777,20000,1147,15,0,0,140000,1144
71478934,1,1,1,0,177777,20000,1147,15,0,0,1,1144
71478935,1,1,1,0,177777,20000,1147,15,0,0,1,1145
71478936,1,1,1,0,177777,20000,1147,15,0,0,1,1145
71478937,150,1,1,0,177777,1,1147,15,0,0,150,1145
71478938,150,1,1,0,177777,1,1147,15,0,0,150,1146
71478939,150,1,1,0,177777,1,1147,15,0,0,150,1146
71478940,150,1,1,0,177777,1,1147,15,0,0,150,1146
71478941,150,1,1,0,177777,1,1147,15,0,0,150,1147
71478942,150,1,1,0,177777,1,1147,15,0,0,150,1147
71478943,1,1,1,0,177777,1,1147,15,0,0,20001,1147
71478944,1,1,1,0,177777,1,1147,15,0,0,20001,1150
71478945,1,1,1,0,177777,1,1147,15,0,0,20001,1150
71478946,7,1,1,0,177777,1,1147,15,0,0,7,1150
71478947,7,1,1,0,177777,1,1147,15,0,0,7,1151
71478948,7,1,1,0,177777,1,1147,15,0,0,7,1151
71478949,0,1,1,0,177777,1,1147,15,0,0,116400,1151
71478950,0,1,1,0,177777,1,1147,15,0,0,116400,1152
71478951,0,1,1,0,177777,1,1147,15,0,0,116400,1151
71478952,15,1,1,0,177777,1,1147,15,0,0,15,1151
71478953,15,1,1,0,177777,1,1147,15,0,0,15,1151
71478954,15,1,1,0,177777,1,1147,15,0,0,15,1151
71478955,15,1,1,0,177777,15,1147,15,0,0,15,1151
71478956,15,1,1,0,177777,15,1147,15,0,0,15,1151
71478957,15,1,1,0,177777,15,1147,15,0,0,15,1151
71478958,0,1,1,0,177777,15,1147,15,0,0,0,1151
71478959,0,1,1,0,177777,15,1147,15,0,0,0,1151
71478960,0,1,1,0,177777,15,1147,15,0,0,0,1151
71478961,377,1,1,0,177777,0,1147,15,0,0,177777,1151
71478962,377,1,1,0,177777,0,1147,15,0,0,177777,1151
71478963,377,1,1,0,177777,0,1147,15,0,0,177777,1151
71478964,54,1,1,0,177777,177777,1147,15,0,0,2454,1151
71478965,54,1,1,0,177777,177777,1147,15,0,0,2454,1151
71478966,54,1,1,0,177777,177777,1147,15,0,0,2454,1151
71478967,147,1,1,0,177777,2454,1147,15,0,0,1147,1151
71478968,147,1,1,0,177777,2454,1147,15,0,0,1147,1151
71478969,147,1,1,0,177777,2454,1147,15,0,0,1147,1151
71478970,7,1,1,0,177777,1147,1147,15,0,0,2407,1151
71478971,7,1,1,0,177777,1147,1147,15,0,0,2407,1151
71478972,7,1,1,0,177777,1147,1147,15,0,0,2407,1151
71478973,167,1,1,0,177777,2407,1147,15,0,0,12567,1151
71478974,167,1,1,0,177777,2407,1147,15,0,0,12567,1151
71478975,166,1,1,0,177777,2407,1147,15,0,0,12566,1152
71478976,0,1,1,0,177777,12566,1147,15,0,0,116400,1152
71478977,0,1,1,0,177777,12566,1147,15,0,0,116400,1153
71478978,0,1,1,0,177777,12566,1147,15,0,0,116400,1153
71478979,0,1,1,0,177777,116400,1147,15,0,0,170000,1153
71478980,0,1,1,0,177777,116400,1147,15,0,0,170000,1154
71478981,0,1,1,0,177777,116400,1147,15,0,0,170000,1154
71478982,0,1,1,0,177777,116400,1147,15,0,0,110000,1154
71478983,0,1,1,0,177777,116400,1147,15,0,0,110000,1155
71478984,0,1,1,0,177777,116400,1147,15,0,0,110000,1155
71478985,7,1,1,0,177777,116400,1147,15,0,0,7,1155
71478986,7,1,1,0,177777,116400,1147,15,0,0,7,1156
71478987,7,1,1,0,177777,116400,1147,15,0,0,7,1156
71478988,1,1,1,0,177777,116400,1147,15,0,0,20001,1156
71478989,1,1,1,0,177777,116400,1147,15,0,0,20001,1157
71478990,1,1,1,0,177777,116400,1147,15,0,0,20001,1156
71478991,104,1,1,0,177777,116400,1147,15,0,0,7504,1156
71478992,104,1,1,0,177777,116400,1147,15,0,0,7504,1156
71478993,104,1,1,0,177777,116400,1147,15,0,0,7504,1156
71478994,104,1,1,0,177777,116400,1147,7504,0,0,7504,1156
71478995,104,1,1,0,177777,116400,1147,7504,0,0,7504,1156
71478996,104,1,1,0,177777,116400,1147,7504,0,0,7504,1156
71478997,302,1,1,0,177777,116400,1147,7504,0,0,302,1156
71478998,302,1,1,0,177777,116400,1147,7504,0,0,302,1156
71478999,302,1,1,0,177777,116400,1147,7504,0,0,302,1156
71479000,0,1,1,0,177777,116400,1147,7504,0,0,0,1156
71479001,0,1,1,0,177777,116400,1147,7504,0,0,0,1156
71479002,0,1,1,0,177777,116400,1147,7504,0,0,0,1156
71479003,26,1,1,0,0,116400,1147,7504,0,0,3026,1156
71479004,26,1,1,0,0,116400,1147,7504,0,0,3026,1156
71479005,26,1,1,0,0,116400,1147,7504,0,0,3026,1156
71479006,272,1,1,0,0,116400,1147,7504,0,0,7672,1156
71479007,272,1,1,0,0,116400,1147,7504,0,0,7672,1156
71479008,272,1,1,0,0,116400,1147,7504,0,0,7672,1156
71479009,40,1,1,0,0,116400,7672,7504,0,0,3040,1156
71479010,40,1,1,0,0,116400,7672,7504,0,0,3040,1156
71479011,40,1,1,0,0,116400,7672,7504,0,0,3040,1156
71479012,272,1,1,0,0,116400,7672,7504,0,0,55672,1156
71479013,272,1,1,0,0,116400,7672,7504,0,0,55672,1156
71479014,272,1,1,0,0,116400,7672,7504,0,0,55672,1157
71479015,244,1,1,0,0,116400,7672,7504,0,0,110244,1157
71479016,244,1,1,0,0,116400,7672,7504,0,0,110244,1160
71479017,244,1,1,0,0,116400,7672,7504,0,0,110244,1160
71479018,0,1,1,3,0,116400,7672,7504,0,0,0,1160
71479019,0,1,1,3,0,116400,7672,7504,0,0,0,1161
71479020,0,1,1,3,0,116400,7672,7504,0,0,0,1076
71479021,244,1,1,0,0,116400,7672,7504,0,0,110244,1076
71479022,244,1,1,0,0,116400,7672,7504,0,0,110244,1076
71479023,244,1,1,0,0,116400,7672,7504,0,0,110244,0
71479024,0,1,1,3,0,116400,7672,7504,0,0,0,0
71479025,0,1,1,3,0,116400,7672,7504,0,0,0,0
71479026,0,1,1,3,0,116400,7672,7504,0,0,0,2001
71479027,0,1,1,3,0,116400,7672,7504,0,0,0,17040
71479028,0,1,1,3,0,116400,7672,7504,0,0,0,17040
71479029,0,1,1,3,0,116400,7672,7504,3040,0,0,0
71479030,0,1,1,3,0,116400,7672,7504,3040,0,0,6000
71479031,0,1,1,3,0,116400,7672,7504,0,0,0,6000
71479032,0,1,1,3,0,116400,7672,7504,0,0,0,6000
71479033,0,1,1,3,0,116400,7672,7504,0,0,0,6000
71479034,0,1,1,3,0,116400,7672,7504,0,44035,44035,6440
71479035,0,1,1,3,0,116400,7672,7504,0,44035,44035,6440
71479036,0,1,1,3,0,116400,7672,7504,0,44035,44035,6440
71479037,0,1,1,3,0,116400,7672,7504,0,44035,44035,6440
71479038,0,1,1,3,0,116400,7672,7504,0,0,44035,6440
71479039,0,1,1,3,0,116400,7672,7504,0,0,44035,6440
71479040,0,1,1,3,0,116400,7672,7504,0,0,44035,6440
71479041,0,1,1,0,0,116400,7672,7504,0,0,44035,170
71479042,0,1,1,0,0,116400,7672,7504,0,0,0,170
71479043,0,1,1,0,0,116400,7672,7504,0,0,0,0
71479044,0,1,1,0,0,116400,7672,7504,0,0,0,0
71479045,0,1,1,0,0,116400,7672,7504,0,0,0,0
71479046,0,1,1,0,0,116400,7672,7504,3075,0,0,0
71479047,0,1,1,0,0,116400,7672,7504,3075,0,0,0
71479048,0,1,1,0,0,116400,7672,7504,0,0,0,0
71479049,0,1,1,0,0,116400,7672,7504,0,0,0,0
71479050,0,1,1,0,0,116400,7672,7504,0,0,0,0
71479051,0,1,1,0,0,116400,7672,7504,0,40,40,0
71479052,0,1,1,0,0,116400,7672,7504,0,40,40,0
71479053,0,1,1,0,0,116400,7672,7504,0,40,40,0
71479054,0,1,1,0,0,116400,7672,7504,0,40,40,0
71479055,0,1,1,0,0,116400,7672,7504,0,0,40,0
71479056,0,1,1,0,0,116400,7672,7504,0,0,40,0
71479057,0,1,1,0,0,116400,7672,7504,0,0,40,0
71479058,40,1,1,3,0,116400,7672,7504,0,0,40,0
71479059,40,1,1,3,0,116400,7672,7504,0,0,0,0
71479060,40,1,1,3,0,116400,7672,7504,0,0,0,2001
71479061,40,1,1,3,0,116400,7672,7504,0,0,0,17041
71479062,40,1,1,3,0,116400,7672,7504,0,0,0,17041
71479063,40,1,1,3,0,116400,7672,7504,3041,0,0,0
71479064,40,1,1,3,0,116400,7672,7504,3041,0,0,6000
71479065,40,1,1,3,0,116400,7672,7504,0,0,0,6000
71479066,40,1,1,3,0,116400,7672,7504,0,0,0,6000
71479067,40,1,1,3,0,116400,7672,7504,0,0,0,6000
71479068,40,1,1,3,0,116400,7672,7504,0,50033,50033,6500
71479069,40,1,1,3,0,116400,7672,7504,0,50033,50033,6500
71479070,40,1,1,3,0,116400,7672,7504,0,50033,50033,6500
71479071,40,1,1,3,0,116400,7672,7504,0,50033,50033,6500
71479072,40,1,1,3,0,116400,7672,7504,0,0,50033,6500
71479073,40,1,1,3,0,116400,7672,7504,0,0,50033,6500
71479074,40,1,1,3,0,116400,7672,7504,0,0,50033,6500
71479075,0,1,1,0,40,116400,7672,7504,0,0,50033,172
71479076,0,1,1,0,40,116400,7672,7504,0,0,0,172
71479077,0,1,1,0,40,116400,7672,7504,0,0,0,0
71479078,0,1,1,0,40,116400,7672,7504,0,0,0,0
71479079,0,1,1,0,40,116400,7672,7504,0,0,0,0
71479080,0,1,1,0,40,116400,7672,7504,3074,0,0,0
71479081,0,1,1,0,40,116400,7672,7504,3074,0,0,0
71479082,0,1,1,0,40,116400,7672,7504,0,0,0,0
71479083,0,1,1,0,40,116400,7672,7504,0,0,0,0
71479084,0,1,1,0,40,116400,7672,7504,0,0,0,0
71479085,0,1,1,0,40,116400,7672,7504,0,300,300,0
71479086,0,1,1,0,40,116400,7672,7504,0,300,300,0
71479087,0,1,1,0,40,116400,7672,7504,0,300,300,0
71479088,0,1,1,0,40,116400,7672,7504,0,300,300,0
71479089,0,1,1,0,40,116400,7672,7504,0,0,300,0
71479090,0,1,1,0,40,116400,7672,7504,0,0,300,0
71479091,0,1,1,0,40,116400,7672,7504,0,0,300,0
71479092,300,1,1,3,40,116400,7672,7504,0,0,300,0
71479093,300,1,1,3,40,116400,7672,7504,0,0,0,0
71479094,300,1,1,3,40,116400,7672,7504,0,0,0,2001
71479095,300,1,1,3,40,116400,7672,7504,0,0,0,17042
71479096,300,1,1,3,40,116400,7672,7504,0,0,0,17042
71479097,300,1,1,3,40,116400,7672,7504,3042,0,0,0
71479098,300,1,1,3,40,116400,7672,7504,3042,0,0,6000
71479099,300,1,1,3,40,116400,7672,7504,0,0,0,6000
71479100,300,1,1,3,40,116400,7672,7504,0,0,0,6000
71479101,300,1,1,3,40,116400,7672,7504,0,0,0,6000
71479102,300,1,1,3,40,116400,7672,7504,0,173005,173005,7730
71479103,300,1,1,3,40,116400,7672,7504,0,173005,173005,7730
71479104,300,1,1,3,40,116400,7672,7504,0,173005,173005,7730
71479105,300,1,1,3,40,116400,7672,7504,0,173005,173005,7730
71479106,300,1,1,3,40,116400,7672,7504,0,0,173005,7730
71479107,300,1,1,3,40,116400,7672,7504,0,0,173005,7730
71479108,300,1,1,3,40,116400,7672,7504,0,0,173005,7730
71479109,5,1,1,3,40,116400,7672,7504,0,0,173005,0
71479110,5,1,1,3,40,116400,7672,7504,0,0,0,0
71479111,5,1,1,3,40,116400,7672,7504,0,0,0,2001
71479112,5,1,1,3,40,116400,7672,7504,0,0,0,17043
71479113,5,1,1,3,40,116400,7672,7504,0,0,0,17043
71479114,5,1,1,3,40,116400,7672,7504,3043,0,0,0
71479115,5,1,1,3,40,116400,7672,7504,3043,0,0,6000
71479116,5,1,1,3,40,116400,7672,7504,0,0,0,6000
71479117,5,1,1,3,40,116400,7672,7504,0,0,0,6000
71479118,5,1,1,3,40,116400,7672,7504,0,0,0,6000
71479119,5,1,1,3,40,116400,7672,7504,0,150415,150415,7504
71479120,5,1,1,3,40,116400,7672,7504,0,150415,150415,7504
71479121,5,1,1,3,40,116400,7672,7504,0,150415,150415,7504
71479122,5,1,1,3,40,116400,7672,7504,0,150415,150415,7504
71479123,5,1,1,3,40,116400,7672,7504,0,0,150415,7504
71479124,5,1,1,3,40,116400,7672,7504,0,0,150415,7504
71479125,5,1,1,3,40,116400,7672,7504,0,0,150415,7504
71479126,0,1,1,0,40,116400,7672,7504,0,0,156415,657
71479127,0,1,1,0,40,116400,7672,7504,0,0,116400,657
71479128,0,1,1,0,40,116400,7672,7504,0,0,116400,326
71479129,0,1,1,0,40,116400,7672,7504,0,0,116400,326
71479130,0,1,1,0,40,116400,7672,7504,0,0,116400,326
71479131,0,1,1,0,40,116400,7672,7504,0,0,116400,327
71479132,0,1,1,0,40,116400,7672,7504,0,0,116400,327
71479133,0,1,1,0,40,116400,7672,7504,0,0,116400,330
71479134,0,1,1,0,40,116400,7672,7504,0,0,116400,660
71479135,0,1,1,0,40,116400,7672,7504,0,0,116400,660
71479136,0,1,1,0,40,116400,7672,7504,0,0,116400,660
71479137,0,1,1,0,40,116400,7672,7504,0,0,116400,3655
71479138,244,1,1,0,40,116400,7672,7504,0,0,110244,3655
71479139,244,1,1,0,40,116400,7672,7504,0,0,110244,3655
71479140,244,1,1,0,40,116400,7672,7504,0,0,110244,474
71479141,244,1,1,0,40,110244,7672,7504,0,0,110244,474
71479142,244,1,1,0,40,110244,7672,7504,0,0,110244,474
71479143,244,1,1,0,40,110244,7672,7504,0,0,110244,475
71479144,305,1,1,3,40,110244,7672,7504,0,0,305,475
71479145,305,1,1,3,40,110244,7672,7504,0,0,305,476
71479146,305,1,1,3,40,110244,7672,7504,0,0,305,501
71479147,244,1,1,0,40,110244,7672,7504,0,0,110244,501
71479148,244,1,1,0,40,110244,7672,7504,0,0,110244,501
71479149,244,1,1,0,40,110244,7672,7504,0,0,110244,502
71479150,7,1,1,0,40,110244,7672,7504,0,0,7,502
71479151,7,1,1,0,40,110244,7672,7504,0,0,7,503
71479152,7,1,1,0,40,110244,7672,7504,0,0,7,503
71479153,300,1,1,0,40,300,7672,7504,0,0,300,503
71479154,300,1,1,0,40,300,7672,7504,0,0,300,504
71479155,300,1,1,0,40,300,7672,7504,0,0,300,511
71479156,3,1,1,0,40,300,7672,7504,0,0,3,511
71479157,3,1,1,0,40,300,7672,7504,0,0,3,511
71479158,3,1,1,0,40,300,7672,7504,0,0,3,3725
71479159,141,1,1,0,40,304,7672,7504,0,0,30141,3725
71479160,141,1,1,0,40,304,7672,7504,0,0,30141,3725
71479161,141,1,1,0,40,304,7672,7504,0,0,30141,476
71479162,40,0,1,0,40,30141,7672,7504,0,0,40,476
# MARK wr tick=71479162
71479163,40,0,1,0,40,30141,7672,7504,0,0,40,476
71505066,244,1,1,0,0,10244,7672,7504,0,0,10244,326
71505067,244,1,1,0,0,10244,7672,7504,0,0,10244,327
71505068,244,1,1,0,0,10244,7672,7504,0,0,10244,327
71505069,244,1,1,0,0,10244,7672,7504,0,0,10244,330
71505070,244,1,1,0,0,10244,7672,7504,0,0,10244,660
71505071,244,1,1,0,0,10244,7672,7504,0,0,10244,660
71505072,244,1,1,0,0,10244,7672,7504,0,0,10244,660
71505073,244,1,1,0,0,10244,7672,7504,0,0,10244,3642
71505074,244,1,1,0,0,10244,7672,7504,0,0,10244,3642
71505075,244,1,1,0,0,10244,7672,7504,0,0,10244,3642
71505076,244,1,1,0,0,10244,7672,7504,0,0,10244,663
71505077,0,1,1,0,0,10244,7672,7504,0,0,100000,663
71505078,0,1,1,0,0,10244,7672,7504,0,0,100000,663
71505079,0,1,1,0,0,10244,7672,7504,0,0,100000,664
71505080,244,1,1,0,0,110244,7672,7504,0,0,110244,664
71505081,244,1,1,0,0,110244,7672,7504,0,0,110244,665
71505082,244,1,1,0,0,110244,7672,7504,0,0,110244,665
71505083,244,1,1,0,0,110244,7672,7504,0,0,110244,665
71505084,244,1,1,0,0,110244,7672,7504,0,0,110244,666
71505085,244,1,1,0,0,110244,7672,7504,0,0,110244,1112
71505086,245,1,1,0,0,110244,7672,7504,0,0,130245,1112
71505087,245,1,1,0,0,110244,7672,7504,0,0,130245,1112
71505088,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
71505089,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
71505090,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
71505091,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
71505092,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
71505093,245,1,1,0,0,110244,7672,7504,0,0,130245,1113
71505094,244,1,1,0,0,110244,7672,7504,0,0,110244,1113
71505095,244,1,1,0,0,110244,7672,7504,0,0,110244,1114
71505096,244,1,1,0,0,110244,7672,7504,0,0,110244,1114
71505097,10,1,1,0,0,110244,7672,7504,0,0,10,1114
71505098,10,1,1,0,0,110244,7672,7504,0,0,10,1115
71505099,10,1,1,0,0,110244,7672,7504,0,0,10,1115
71505100,10,1,1,0,0,110244,7672,7504,0,0,10,1115
71505101,10,1,1,0,0,110244,7672,7504,0,0,10,1115
71505102,10,1,1,0,0,110244,7672,7504,0,0,10,1115
71505103,10,1,1,0,0,110244,7672,7504,0,0,10,1115
71505104,10,1,1,0,0,110244,7672,7504,0,0,10,1115
71505105,0,1,1,0,0,110244,7672,7504,0,0,0,1115
71505106,0,1,1,0,0,110244,7672,7504,0,0,0,1116
71505107,0,1,1,0,0,110244,7672,7504,0,0,0,1116
71505108,244,1,1,0,0,0,7672,7504,0,0,110244,1116
71505109,244,1,1,0,0,0,7672,7504,0,0,110244,666
71505110,244,1,1,0,0,0,7672,7504,0,0,110244,1117
71505111,1,1,1,0,0,0,7672,7504,0,0,60001,1117
71505112,1,1,1,0,0,0,7672,7504,0,0,60001,1120
71505113,1,1,1,0,0,0,7672,7504,0,0,60001,1120
71505114,13,1,1,0,0,0,7672,7504,0,0,100013,1120
71505115,13,1,1,0,0,0,7672,7504,0,0,100013,1121
71505116,13,1,1,0,0,0,7672,7504,0,0,100013,1120
71505117,0,1,1,0,0,100013,7672,7504,0,0,0,1120
71505118,0,1,1,0,0,100013,7672,7504,0,0,0,1120
71505119,0,1,1,0,0,100013,7672,7504,0,0,0,1120
71505120,1,1,1,0,0,26,7672,7504,0,0,1,1120
71505121,1,1,1,0,0,26,7672,7504,0,0,1,1120
71505122,1,1,1,0,0,26,7672,7504,0,0,1,1120
71505123,2,1,1,0,0,54,7672,7504,0,0,2,1120
71505124,2,1,1,0,0,54,7672,7504,0,0,2,1120
71505125,2,1,1,0,0,54,7672,7504,0,0,2,1120
71505126,4,1,1,0,0,130,7672,7504,0,0,4,1120
71505127,4,1,1,0,0,130,7672,7504,0,0,4,1120
71505128,4,1,1,0,0,130,7672,7504,0,0,4,1120
71505129,10,1,1,0,0,260,7672,7504,0,0,10,1120
71505130,10,1,1,0,0,260,7672,7504,0,0,10,1120
71505131,10,1,1,0,0,260,7672,7504,0,0,10,1120
71505132,20,1,1,0,0,540,7672,7504,0,0,20,1120
71505133,20,1,1,0,0,540,7672,7504,0,0,20,1120
71505134,20,1,1,0,0,540,7672,7504,0,0,20,1120
71505135,40,1,1,0,0,1300,7672,7504,0,0,40,1120
71505136,40,1,1,0,0,1300,7672,7504,0,0,40,1120
71505137,40,1,1,0,0,1300,7672,7504,0,0,40,1120
71505138,100,1,1,0,0,2600,7672,7504,0,0,100,1120
71505139,100,1,1,0,0,2600,7672,7504,0,0,100,1120
71505140,100,1,1,0,0,2600,7672,7504,0,0,100,1120
71505141,200,1,1,0,0,5400,7672,7504,0,0,200,1120
71505142,200,1,1,0,0,5400,7672,7504,0,0,200,1120
71505143,200,1,1,0,0,5400,7672,7504,0,0,200,1120
71505144,0,1,1,0,0,13000,7672,7504,0,0,400,1120
71505145,0,1,1,0,0,13000,7672,7504,0,0,400,1120
71505146,0,1,1,0,0,13000,7672,7504,0,0,400,1120
71505147,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
71505148,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
71505149,0,1,1,0,0,26000,7672,7504,0,0,1000,1120
71505150,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
71505151,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
71505152,0,1,1,0,0,54000,7672,7504,0,0,2000,1120
71505153,0,1,1,0,0,130000,7672,7504,0,0,4000,1120
71505154,0,1,1,0,0,130000,7672,7504,0,0,4000,1120
71505155,0,1,1,0,0,130000,7672,7504,0,0,4000,1121
71505156,1,1,1,0,0,60000,7672,7504,0,0,10001,1121
71505157,1,1,1,0,0,60000,7672,7504,0,0,10001,1122
71505158,1,1,1,0,0,60000,7672,7504,0,0,10001,1133
71505159,0,1,1,0,0,140000,7672,7504,0,0,0,1133
71505160,0,1,1,0,0,140000,7672,7504,0,0,0,1133
71505161,0,1,1,0,0,140000,7672,7504,0,0,0,1134
71505162,0,1,1,0,0,0,7672,7504,0,0,0,1134
71505163,0,1,1,0,0,0,7672,7504,0,0,0,1135
71505164,0,1,1,0,0,0,7672,7504,0,0,0,1140
71505165,0,1,1,0,0,0,7672,7504,0,0,0,1140
71505166,0,1,1,0,0,0,7672,7504,0,0,0,1140
71505167,0,1,1,0,0,0,7672,7504,0,0,0,1141
71505168,1,1,1,0,0,0,7672,7504,0,0,1,1141
71505169,1,1,1,0,0,0,7672,7504,0,0,1,1142
71505170,1,1,1,0,0,0,7672,7504,0,0,1,1142
71505171,1,1,1,0,0,1,7672,7504,0,0,1,1142
71505172,1,1,1,0,0,1,7672,7504,0,0,1,1143
71505173,1,1,1,0,0,1,7672,7504,0,0,1,666
71505174,0,1,1,0,0,1,7672,7504,0,0,140000,666
71505175,0,1,1,0,0,1,7672,7504,0,0,140000,666
71505176,0,1,1,0,0,1,7672,7504,0,0,140000,0
71505177,0,1,1,3,0,1,7672,7504,0,0,0,0
71505178,0,1,1,3,0,1,7672,7504,0,0,0,0
71505179,0,1,1,3,0,1,7672,7504,0,0,0,2001
71505180,0,1,1,3,0,1,7672,7504,0,0,0,17040
71505181,0,1,1,3,0,1,7672,7504,0,0,0,17040
71505182,0,1,1,3,0,1,7672,7504,3040,0,0,0
71505183,0,1,1,3,0,1,7672,7504,3040,0,0,6000
71505184,0,1,1,3,0,1,7672,7504,0,0,0,6000
71505185,0,1,1,3,0,1,7672,7504,0,0,0,6000
71505186,0,1,1,3,0,1,7672,7504,0,0,0,6000
71505187,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
71505188,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
71505189,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
71505190,0,1,1,3,0,1,7672,7504,0,44035,44035,6440
71505191,0,1,1,3,0,1,7672,7504,0,0,44035,6440
71505192,0,1,1,3,0,1,7672,7504,0,0,44035,6440
71505193,0,1,1,3,0,1,7672,7504,0,0,44035,6440
71505194,1,1,1,0,0,1,7672,7504,0,0,44035,170
71505195,1,1,1,0,0,1,7672,7504,0,0,0,170
71505196,1,1,1,0,0,1,7672,7504,0,0,0,0
71505197,1,1,1,0,0,1,7672,7504,0,0,0,0
71505198,1,1,1,0,0,1,7672,7504,0,0,0,0
