tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,DBR,LDDBRN,CD16,MEMRD_DATA,QREG,RA,CSA_12_0
46454211,300,1,1,3,300,0,0,0,1,111,6000
46454212,300,1,1,3,300,0,0,0,1,111,6000
46454213,300,1,1,3,300,0,0,0,1,111,6000
46454214,300,1,1,3,300,0,173005,173005,1,111,7730
46454215,300,1,1,3,300,0,173005,173005,1,111,7730
46454216,300,1,1,3,300,0,173005,173005,1,111,7730
46454217,300,1,1,3,300,0,173005,173005,1,111,7730
46454218,300,1,1,3,300,0,173005,0,1,111,7730
46454219,300,1,1,3,300,0,173005,0,1,111,7730
46454220,300,1,1,3,300,0,173005,0,1,111,7730
46454221,5,1,1,3,173005,0,173005,0,1,111,0
46454222,5,1,1,3,173005,0,0,0,1,111,0
46454223,5,1,1,3,173005,0,0,0,1,111,2001
46454224,5,1,1,3,173005,0,0,0,1,111,17043
46454225,5,1,1,3,173005,0,0,0,1,111,17043
46454226,5,1,1,3,173005,0,0,0,1,111,0
46454227,5,1,1,3,173005,0,0,0,1,111,6000
46454228,5,1,1,3,173005,0,0,0,1,111,6000
46454229,5,1,1,3,173005,0,0,0,1,111,6000
46454230,5,1,1,3,173005,0,0,0,1,111,6000
46454231,5,1,1,3,173005,0,150415,150415,1,111,7504
46454232,5,1,1,3,173005,0,150415,150415,1,111,7504
46454233,5,1,1,3,173005,0,150415,150415,1,111,7504
46454234,5,1,1,3,173005,0,150415,150415,1,111,7504
46454235,5,1,1,3,173005,0,150415,0,1,111,7504
46454236,5,1,1,3,173005,0,150415,0,1,111,7504
46454237,5,1,1,3,173005,0,150415,0,1,111,7504
46454238,1,1,1,0,150415,0,150415,0,1,111,657
46454239,1,1,1,0,150415,0,1,0,1,111,657
46454240,1,1,1,0,150415,0,1,0,1,111,326
46454241,1,1,1,0,1,1,1,0,1,111,326
46454242,1,1,1,0,1,1,1,0,1,111,326
46454243,1,1,1,0,1,1,1,0,1,111,327
46454244,1,1,1,0,1,1,1,0,1,111,327
46454245,1,1,1,0,1,1,1,0,1,111,330
46454246,1,1,1,0,1,1,1,0,1,111,660
46454247,1,1,1,0,1,1,1,0,1,111,660
46454248,1,1,1,0,1,1,1,0,1,111,660
46454249,1,1,1,0,1,1,1,0,1,111,3655
46454250,44,1,1,0,1,1,110044,0,1,111,3655
46454251,44,1,1,0,1,1,110044,0,1,111,3655
46454252,44,1,1,0,1,1,110044,0,1,111,474
46454253,44,1,1,0,1,1,110044,0,110044,111,474
46454254,44,1,1,0,1,1,110044,0,110044,111,474
46454255,44,1,1,0,1,1,110044,0,110044,111,475
46454256,305,1,1,3,1,1,305,0,110044,111,475
46454257,305,1,1,3,1,1,305,0,110044,111,476
46454258,305,1,1,3,1,1,305,0,110044,111,501
46454259,44,1,1,0,1,1,110044,0,110044,111,501
46454260,44,1,1,0,1,1,110044,0,110044,111,501
46454261,44,1,1,0,1,1,110044,0,110044,111,502
46454262,7,1,1,0,1,1,7,0,110044,111,502
46454263,7,1,1,0,1,1,7,0,110044,111,503
46454264,7,1,1,0,1,1,7,0,110044,111,503
46454265,300,1,1,0,1,1,300,0,300,111,503
46454266,300,1,1,0,1,1,300,0,300,111,504
46454267,300,1,1,0,1,1,300,0,300,111,511
46454268,3,1,1,0,1,1,3,0,300,111,511
46454269,3,1,1,0,1,1,3,0,300,111,511
46454270,3,1,1,0,1,1,3,0,300,111,3725
46454271,141,1,1,0,1,1,30141,0,304,111,3725
46454272,141,1,1,0,1,1,30141,0,304,111,3725
46454273,141,1,1,0,1,1,30141,0,304,111,476
46454274,111,0,1,0,1,1,111,0,30141,111,476
# MARK wr tick=46454274
46454275,111,0,1,0,1,1,111,0,30141,111,476
46750466,70,1,1,0,10044,1,70,0,305,0,522
46750467,70,1,1,0,10044,1,70,0,305,0,523
46750468,70,1,1,0,10044,1,70,0,305,0,527
46750469,30,1,1,0,10044,1,30,0,0,0,527
46750470,30,1,1,0,10044,1,30,0,0,0,527
46750471,30,1,1,0,10044,1,30,0,0,0,530
46750472,0,1,1,0,10044,1,0,0,0,0,530
46750473,0,1,1,0,10044,1,0,0,0,0,531
46750474,0,1,1,0,10044,1,0,0,0,0,531
46750475,30,1,1,0,10044,1,74030,0,0,0,531
46750476,30,1,1,0,10044,1,74030,0,0,0,532
46750477,30,1,1,0,10044,1,74030,0,0,0,532
46750478,0,1,1,0,10044,1,40000,0,74030,0,532
46750479,0,1,1,0,10044,1,40000,0,74030,0,533
46750480,0,1,1,0,10044,1,40000,0,74030,0,537
46750481,0,1,1,0,10044,1,4000,0,74030,0,537
46750482,0,1,1,0,10044,1,4000,0,74030,0,537
46750483,0,1,1,0,10044,1,4000,0,74030,0,540
46750484,2,1,1,0,10044,1,2,0,74030,0,540
46750485,2,1,1,0,10044,1,2,0,74030,0,541
46750486,2,1,1,0,10044,1,2,0,74030,0,476
46750487,1,1,1,0,10044,1,1,0,74030,0,476
46750488,1,1,1,0,10044,1,1,0,74030,0,476
46750489,1,1,1,0,10044,1,1,0,74030,0,0
46750490,30,1,1,3,10044,0,0,0,74030,0,0
46750491,30,1,1,3,10044,0,0,0,74030,0,0
46750492,30,1,1,3,10044,0,0,0,74030,0,2001
46750493,30,1,1,3,10044,0,0,0,74030,0,17107
46750494,30,1,1,3,10044,0,0,0,74030,0,17107
46750495,30,1,1,3,10044,0,0,0,74030,0,0
46750496,30,1,1,3,10044,0,0,0,74030,0,6000
46750497,30,1,1,3,10044,0,0,0,74030,0,6000
46750498,30,1,1,3,10044,0,0,0,74030,0,6000
46750499,30,1,1,3,10044,0,0,0,74030,0,6000
46750500,30,1,1,3,10044,0,175235,175235,74030,0,7752
46750501,30,1,1,3,10044,0,175235,175235,74030,0,7752
46750502,30,1,1,3,10044,0,175235,175235,74030,0,7752
46750503,30,1,1,3,10044,0,175235,175235,74030,0,7752
46750504,30,1,1,3,10044,0,175235,0,74030,0,7752
46750505,30,1,1,3,10044,0,175235,0,74030,0,7752
46750506,30,1,1,3,10044,0,175235,0,74030,0,7752
46750507,30,1,1,0,175235,0,175235,0,74030,0,256
46750508,30,1,1,0,175235,0,74030,0,74030,0,256
46750509,30,1,1,0,175235,0,74030,0,74030,0,257
46750510,44,1,1,0,74030,1,10044,0,74030,0,257
46750511,44,1,1,0,74030,1,10044,0,74030,0,260
46750512,44,1,1,0,74030,1,10044,0,74030,0,264
46750513,377,1,1,0,74030,1,177777,0,74030,0,264
46750514,377,1,1,0,74030,1,177777,0,74030,0,264
46750515,377,1,1,0,74030,1,177777,0,74030,0,265
46750516,10,1,1,0,74030,1,10,0,177777,0,265
46750517,10,1,1,0,74030,1,10,0,177777,0,266
46750518,10,1,1,0,74030,1,10,0,177777,0,266
46750519,43,1,1,0,74030,1,10043,0,177777,0,266
46750520,43,1,1,0,74030,1,10043,0,177777,0,267
46750521,43,1,1,0,74030,1,10043,0,177777,0,0
46750522,0,1,1,3,74030,0,0,0,177777,0,0
46750523,0,1,1,3,74030,0,0,0,177777,0,0
46750524,0,1,1,3,74030,0,0,0,177777,0,2001
46750525,0,1,1,3,74030,0,0,0,177777,0,17110
46750526,0,1,1,3,74030,0,0,0,177777,0,17110
46750527,0,1,1,3,74030,0,0,0,177777,0,0
46750528,0,1,1,3,74030,0,0,0,177777,0,6000
46750529,0,1,1,3,74030,0,0,0,177777,0,6000
46750530,0,1,1,3,74030,0,0,0,177777,0,6000
46750531,0,1,1,3,74030,0,0,0,177777,0,6000
46750532,0,1,1,3,74030,0,146142,146142,177777,0,7461
46750533,0,1,1,3,74030,0,146142,146142,177777,0,7461
46750534,0,1,1,3,74030,0,146142,146142,177777,0,7461
46750535,0,1,1,3,74030,0,146142,146142,177777,0,7461
46750536,0,1,1,3,74030,0,146142,0,177777,0,7461
46750537,0,1,1,3,74030,0,146142,0,177777,0,7461
46750538,0,1,1,3,74030,0,146142,0,177777,0,7461
46750539,26,1,1,3,146142,0,146142,0,177777,0,145
46750540,26,1,1,3,146142,0,0,0,177777,0,145
46750541,26,1,1,3,146142,0,0,0,177777,0,0
46750542,26,1,1,3,146142,0,0,0,177777,0,17111
46750543,26,1,1,3,146142,0,0,0,177777,0,17111
46750544,26,1,1,3,146142,0,0,0,177777,0,0
46750545,26,1,1,3,146142,0,0,0,177777,0,0
46750546,0,1,1,3,0,0,0,0,177777,0,0
46750547,0,1,1,3,0,0,0,0,177777,0,0
46750548,0,1,1,3,0,0,0,0,177777,0,2001
46750549,0,1,1,3,0,0,0,0,177777,0,17026
46750550,0,1,1,3,0,0,0,0,177777,0,17026
46750551,0,1,1,3,0,0,0,0,177777,0,0
46750552,0,1,1,3,0,0,0,0,177777,0,6000
46750553,0,1,1,3,0,0,0,0,177777,0,6000
46750554,0,1,1,3,0,0,0,0,177777,0,6000
46750555,0,1,1,3,0,0,0,0,177777,0,6000
46750556,0,1,1,3,0,0,124010,124010,177777,0,7240
46750557,0,1,1,3,0,0,124010,124010,177777,0,7240
46750558,0,1,1,3,0,0,124010,124010,177777,0,7240
46750559,0,1,1,3,0,0,124010,124010,177777,0,7240
46750560,0,1,1,3,0,0,124010,0,177777,0,7240
46750561,0,1,1,3,0,0,124010,0,177777,0,7240
46750562,0,1,1,3,0,0,124010,0,177777,0,7240
46750563,0,1,1,0,124010,0,124010,0,177777,0,0
46750564,0,1,1,0,124010,0,0,0,177777,0,0
46750565,0,1,1,0,124010,0,0,0,177777,0,2001
46750566,0,1,1,0,124010,0,0,0,177777,0,17036
46750567,0,1,1,0,124010,0,0,0,177777,0,17036
46750568,0,1,1,0,124010,0,0,0,177777,0,0
46750569,0,1,1,0,124010,0,0,0,177777,0,6000
46750570,0,1,1,0,124010,0,0,0,177777,0,6000
46750571,0,1,1,0,124010,0,0,0,177777,0,6000
46750572,0,1,1,0,124010,0,0,0,177777,0,6000
46750573,0,1,1,0,124010,0,175020,175020,177777,0,7750
46750574,0,1,1,0,124010,0,175020,175020,177777,0,7750
46750575,0,1,1,0,124010,0,175020,175020,177777,0,7750
46750576,0,1,1,0,124010,0,175020,175020,177777,0,7750
46750577,0,1,1,0,124010,0,175020,0,177777,0,7750
46750578,0,1,1,0,124010,0,175020,0,177777,0,7750
46750579,0,1,1,0,124010,0,175020,0,177777,0,7750
46750580,377,1,1,0,175020,1,177777,0,177777,0,262
46750581,377,1,1,0,175020,1,177777,0,177777,0,262
46750582,377,1,1,0,175020,1,177777,0,177777,0,263
46750583,44,1,1,0,175020,1,10044,0,177777,0,263
46750584,44,1,1,0,175020,1,10044,0,177777,0,264
46750585,44,1,1,0,175020,1,10044,0,177777,0,264
46750586,44,1,1,0,175020,1,10044,0,177777,0,264
46750587,44,1,1,0,175020,1,10044,0,177777,0,265
46750588,44,1,1,0,175020,1,10044,0,177777,0,265
46750589,4,1,1,0,175020,1,4,0,10044,0,265
46750590,4,1,1,0,175020,1,4,0,10044,0,266
46750591,4,1,1,0,175020,1,4,0,10044,0,266
46750592,110,1,1,0,175020,1,20110,0,10044,0,266
46750593,110,1,1,0,175020,1,20110,0,10044,0,267
46750594,110,1,1,0,175020,1,20110,0,10044,0,0
46750595,0,1,1,3,175020,0,0,0,10044,0,0
46750596,0,1,1,3,175020,0,0,0,10044,0,0
46750597,0,1,1,3,175020,0,0,0,10044,0,2001
46750598,0,1,1,3,175020,0,0,0,10044,0,17037
46750599,0,1,1,3,175020,0,0,0,10044,0,17037
46750600,0,1,1,3,175020,0,0,0,10044,0,0
46750601,0,1,1,3,175020,0,0,0,10044,0,6000
46750602,0,1,1,3,175020,0,0,0,10044,0,6000
46750603,0,1,1,3,175020,0,0,0,10044,0,6000
46750604,0,1,1,3,175020,0,0,0,10044,0,6000
46750605,0,1,1,3,175020,0,150402,150402,10044,0,7504
46750606,0,1,1,3,175020,0,150402,150402,10044,0,7504
46750607,0,1,1,3,175020,0,150402,150402,10044,0,7504
46750608,0,1,1,3,175020,0,150402,150402,10044,0,7504
46750609,0,1,1,3,175020,0,150402,0,10044,0,7504
46750610,0,1,1,3,175020,0,150402,0,10044,0,7504
46750611,0,1,1,3,175020,0,150402,0,10044,0,7504
46750612,44,1,1,0,150402,0,150446,0,10044,0,657
46750613,44,1,1,0,150402,0,10044,0,10044,0,657
46750614,44,1,1,0,150402,0,10044,0,10044,0,326
46750615,44,1,1,0,10044,1,10044,0,10044,0,326
46750616,44,1,1,0,10044,1,10044,0,10044,0,326
46750617,44,1,1,0,10044,1,10044,0,10044,0,327
46750618,44,1,1,0,10044,1,10044,0,10044,0,327
46750619,44,1,1,0,10044,1,10044,0,10044,0,330
46750620,44,1,1,0,10044,1,10044,0,10044,0,660
46750621,44,1,1,0,10044,1,10044,0,10044,0,660
46750622,44,1,1,0,10044,1,10044,0,10044,0,660
46750623,44,1,1,0,10044,1,10044,0,10044,0,3642
46750624,44,1,1,0,10044,1,10044,0,10044,0,3642
46750625,44,1,1,0,10044,1,10044,0,10044,0,3642
46750626,44,1,1,0,10044,1,10044,0,10044,0,663
46750627,0,1,1,0,10044,1,100000,0,10044,0,663
46750628,0,1,1,0,10044,1,100000,0,10044,0,663
46750629,0,1,1,0,10044,1,100000,0,10044,0,664
46750630,44,1,1,0,10044,1,110044,0,110044,0,664
46750631,44,1,1,0,10044,1,110044,0,110044,0,665
46750632,44,1,1,0,10044,1,110044,0,110044,0,665
46750633,44,1,1,0,10044,1,110044,0,110044,0,665
46750634,44,1,1,0,10044,1,110044,0,110044,0,666
46750635,44,1,1,0,10044,1,110044,0,110044,0,1112
46750636,45,1,1,0,10044,1,130045,0,110044,0,1112
46750637,45,1,1,0,10044,1,130045,0,110044,0,1112
46750638,45,1,1,0,10044,1,130045,0,110044,0,1113
46750639,45,1,1,0,10044,1,130045,0,110044,0,1113
46750640,45,1,1,0,10044,1,130045,0,110044,0,1113
46750641,45,1,1,0,10044,1,130045,0,110044,0,1113
46750642,45,1,1,0,10044,1,130045,0,110044,0,1113
46750643,45,1,1,0,10044,1,130045,0,110044,0,1113
46750644,44,1,1,0,10044,1,110044,0,110044,0,1113
46750645,44,1,1,0,10044,1,110044,0,110044,0,1114
46750646,44,1,1,0,10044,1,110044,0,110044,0,1114
46750647,10,1,1,0,10044,1,10,0,110044,0,1114
46750648,10,1,1,0,10044,1,10,0,110044,0,1115
46750649,10,1,1,0,10044,1,10,0,110044,0,1115
46750650,10,1,1,0,10044,1,10,0,110044,0,1115
46750651,10,1,1,0,10044,1,10,0,110044,0,1115
46750652,10,1,1,0,10044,1,10,0,110044,0,1115
46750653,10,1,1,0,10044,1,10,0,110044,0,1115
46750654,10,1,1,0,10044,1,10,0,110044,0,1115
46750655,0,1,1,0,10044,1,0,0,110044,0,1115
46750656,0,1,1,0,10044,1,0,0,110044,0,1116
46750657,0,1,1,0,10044,1,0,0,110044,0,1116
46750658,44,1,1,0,10044,1,110044,0,0,0,1116
46750659,44,1,1,0,10044,1,110044,0,0,0,666
46750660,44,1,1,0,10044,1,110044,0,0,0,1117
46750661,1,1,1,0,10044,1,60001,0,0,0,1117
46750662,1,1,1,0,10044,1,60001,0,0,0,1120
46750663,1,1,1,0,10044,1,60001,0,0,0,1120
46750664,13,1,1,0,10044,1,100013,0,0,0,1120
46750665,13,1,1,0,10044,1,100013,0,0,0,1121
46750666,13,1,1,0,10044,1,100013,0,0,0,1120
46750667,0,1,1,0,10044,1,0,0,100013,0,1120
46750668,0,1,1,0,10044,1,0,0,100013,0,1120
46750669,0,1,1,0,10044,1,0,0,100013,0,1120
46750670,1,1,1,0,10044,1,1,0,26,0,1120
46750671,1,1,1,0,10044,1,1,0,26,0,1120
46750672,1,1,1,0,10044,1,1,0,26,0,1120
46750673,2,1,1,0,10044,1,2,0,54,0,1120
46750674,2,1,1,0,10044,1,2,0,54,0,1120
46750675,2,1,1,0,10044,1,2,0,54,0,1120
46750676,4,1,1,0,10044,1,4,0,130,0,1120
46750677,4,1,1,0,10044,1,4,0,130,0,1120
46750678,4,1,1,0,10044,1,4,0,130,0,1120
46750679,10,1,1,0,10044,1,10,0,260,0,1120
46750680,10,1,1,0,10044,1,10,0,260,0,1120
46750681,10,1,1,0,10044,1,10,0,260,0,1120
46750682,20,1,1,0,10044,1,20,0,540,0,1120
46750683,20,1,1,0,10044,1,20,0,540,0,1120
46750684,20,1,1,0,10044,1,20,0,540,0,1120
46750685,40,1,1,0,10044,1,40,0,1300,0,1120
46750686,40,1,1,0,10044,1,40,0,1300,0,1120
46750687,40,1,1,0,10044,1,40,0,1300,0,1120
46750688,100,1,1,0,10044,1,100,0,2600,0,1120
46750689,100,1,1,0,10044,1,100,0,2600,0,1120
46750690,100,1,1,0,10044,1,100,0,2600,0,1120
46750691,200,1,1,0,10044,1,200,0,5400,0,1120
46750692,200,1,1,0,10044,1,200,0,5400,0,1120
46750693,200,1,1,0,10044,1,200,0,5400,0,1120
46750694,0,1,1,0,10044,1,400,0,13000,0,1120
46750695,0,1,1,0,10044,1,400,0,13000,0,1120
46750696,0,1,1,0,10044,1,400,0,13000,0,1120
46750697,0,1,1,0,10044,1,1000,0,26000,0,1120
46750698,0,1,1,0,10044,1,1000,0,26000,0,1120
46750699,0,1,1,0,10044,1,1000,0,26000,0,1120
46750700,0,1,1,0,10044,1,2000,0,54000,0,1120
46750701,0,1,1,0,10044,1,2000,0,54000,0,1120
46750702,0,1,1,0,10044,1,2000,0,54000,0,1120
46750703,0,1,1,0,10044,1,4000,0,130000,0,1120
46750704,0,1,1,0,10044,1,4000,0,130000,0,1120
46750705,0,1,1,0,10044,1,4000,0,130000,0,1121
46750706,1,1,1,0,10044,1,10001,0,60000,0,1121
46750707,1,1,1,0,10044,1,10001,0,60000,0,1122
46750708,1,1,1,0,10044,1,10001,0,60000,0,1133
46750709,0,1,1,0,10044,1,0,0,140000,0,1133
46750710,0,1,1,0,10044,1,0,0,140000,0,1133
46750711,0,1,1,0,10044,1,0,0,140000,0,1134
46750712,0,1,1,0,10044,1,0,0,0,0,1134
46750713,0,1,1,0,10044,1,0,0,0,0,1135
46750714,0,1,1,0,10044,1,0,0,0,0,1140
46750715,0,1,1,0,10044,1,0,0,0,0,1140
46750716,0,1,1,0,10044,1,0,0,0,0,1140
46750717,0,1,1,0,10044,1,0,0,0,0,1141
46750718,1,1,1,0,10044,1,1,0,0,0,1141
46750719,1,1,1,0,10044,1,1,0,0,0,1142
46750720,1,1,1,0,10044,1,1,0,0,0,1142
46750721,1,1,1,0,10044,1,1,0,1,0,1142
46750722,1,1,1,0,10044,1,1,0,1,0,1143
46750723,1,1,1,0,10044,1,1,0,1,0,666
46750724,0,1,1,0,10044,1,140000,0,1,0,666
46750725,0,1,1,0,10044,1,140000,0,1,0,666
46750726,0,1,1,0,10044,1,140000,0,1,0,0
46750727,0,1,1,3,10044,0,0,0,1,0,0
46750728,0,1,1,3,10044,0,0,0,1,0,0
46750729,0,1,1,3,10044,0,0,0,1,0,2001
46750730,0,1,1,3,10044,0,0,0,1,0,17040
46750731,0,1,1,3,10044,0,0,0,1,0,17040
46750732,0,1,1,3,10044,0,0,0,1,0,0
46750733,0,1,1,3,10044,0,0,0,1,0,6000
46750734,0,1,1,3,10044,0,0,0,1,0,6000
46750735,0,1,1,3,10044,0,0,0,1,0,6000
46750736,0,1,1,3,10044,0,0,0,1,0,6000
46750737,0,1,1,3,10044,0,44035,44035,1,0,6440
46750738,0,1,1,3,10044,0,44035,44035,1,0,6440
46750739,0,1,1,3,10044,0,44035,44035,1,0,6440
46750740,0,1,1,3,10044,0,44035,44035,1,0,6440
46750741,0,1,1,3,10044,0,44035,0,1,0,6440
46750742,0,1,1,3,10044,0,44035,0,1,0,6440
46750743,0,1,1,3,10044,0,44035,0,1,0,6440
46750744,1,1,1,0,44035,0,44035,0,1,0,170
46750745,1,1,1,0,44035,0,0,0,1,0,170
46750746,1,1,1,0,44035,0,0,0,1,0,0
46750747,1,1,1,0,44035,0,0,0,1,0,0
46750748,1,1,1,0,44035,0,0,0,1,0,0
46750749,1,1,1,0,44035,0,0,0,1,0,0
46750750,1,1,1,0,44035,0,0,0,1,0,0
46750751,1,1,1,0,44035,0,0,0,1,0,0
46750752,1,1,1,0,44035,0,0,0,1,0,0
46750753,1,1,1,0,44035,0,0,0,1,0,0
46750754,1,1,1,0,44035,0,117,117,1,0,0
46750755,1,1,1,0,44035,0,117,117,1,0,0
46750756,1,1,1,0,44035,0,117,117,1,0,0
46750757,1,1,1,0,44035,0,117,117,1,0,0
46750758,1,1,1,0,44035,0,117,0,1,0,0
46750759,1,1,1,0,44035,0,117,0,1,0,0
46750760,1,1,1,0,44035,0,117,0,1,0,0
46750761,117,1,1,3,117,0,117,0,1,0,0
46750762,117,1,1,3,117,0,0,0,1,0,0
46750763,117,1,1,3,117,0,0,0,1,0,2001
46750764,117,1,1,3,117,0,0,0,1,0,17041
46750765,117,1,1,3,117,0,0,0,1,0,17041
46750766,117,1,1,3,117,0,0,0,1,0,0
46750767,117,1,1,3,117,0,0,0,1,0,6000
46750768,117,1,1,3,117,0,0,0,1,0,6000
46750769,117,1,1,3,117,0,0,0,1,0,6000
46750770,117,1,1,3,117,0,0,0,1,0,6000
46750771,117,1,1,3,117,0,50033,50033,1,0,6500
46750772,117,1,1,3,117,0,50033,50033,1,0,6500
46750773,117,1,1,3,117,0,50033,50033,1,0,6500
46750774,117,1,1,3,117,0,50033,50033,1,0,6500
46750775,117,1,1,3,117,0,50033,0,1,0,6500
46750776,117,1,1,3,117,0,50033,0,1,0,6500
46750777,117,1,1,3,117,0,50033,0,1,0,6500
46750778,1,1,1,0,50033,0,50033,0,1,117,172
46750779,1,1,1,0,50033,0,0,0,1,117,172
46750780,1,1,1,0,50033,0,0,0,1,117,0
46750781,1,1,1,0,50033,0,0,0,1,117,0
46750782,1,1,1,0,50033,0,0,0,1,117,0
46750783,1,1,1,0,50033,0,0,0,1,117,0
46750784,1,1,1,0,50033,0,0,0,1,117,0
46750785,1,1,1,0,50033,0,0,0,1,117,0
46750786,1,1,1,0,50033,0,0,0,1,117,0
46750787,1,1,1,0,50033,0,0,0,1,117,0
46750788,1,1,1,0,50033,0,300,300,1,117,0
46750789,1,1,1,0,50033,0,300,300,1,117,0
46750790,1,1,1,0,50033,0,300,300,1,117,0
46750791,1,1,1,0,50033,0,300,300,1,117,0
46750792,1,1,1,0,50033,0,300,0,1,117,0
46750793,1,1,1,0,50033,0,300,0,1,117,0
46750794,1,1,1,0,50033,0,300,0,1,117,0
46750795,300,1,1,3,300,0,300,0,1,117,0
46750796,300,1,1,3,300,0,0,0,1,117,0
46750797,300,1,1,3,300,0,0,0,1,117,2001
46750798,300,1,1,3,300,0,0,0,1,117,17042
46750799,300,1,1,3,300,0,0,0,1,117,17042
46750800,300,1,1,3,300,0,0,0,1,117,0
46750801,300,1,1,3,300,0,0,0,1,117,6000
46750802,300,1,1,3,300,0,0,0,1,117,6000
46750803,300,1,1,3,300,0,0,0,1,117,6000
46750804,300,1,1,3,300,0,0,0,1,117,6000
46750805,300,1,1,3,300,0,173005,173005,1,117,7730
46750806,300,1,1,3,300,0,173005,173005,1,117,7730
46750807,300,1,1,3,300,0,173005,173005,1,117,7730
46750808,300,1,1,3,300,0,173005,173005,1,117,7730
46750809,300,1,1,3,300,0,173005,0,1,117,7730
46750810,300,1,1,3,300,0,173005,0,1,117,7730
46750811,300,1,1,3,300,0,173005,0,1,117,7730
46750812,5,1,1,3,173005,0,173005,0,1,117,0
46750813,5,1,1,3,173005,0,0,0,1,117,0
46750814,5,1,1,3,173005,0,0,0,1,117,2001
46750815,5,1,1,3,173005,0,0,0,1,117,17043
46750816,5,1,1,3,173005,0,0,0,1,117,17043
46750817,5,1,1,3,173005,0,0,0,1,117,0
46750818,5,1,1,3,173005,0,0,0,1,117,6000
46750819,5,1,1,3,173005,0,0,0,1,117,6000
46750820,5,1,1,3,173005,0,0,0,1,117,6000
46750821,5,1,1,3,173005,0,0,0,1,117,6000
46750822,5,1,1,3,173005,0,150415,150415,1,117,7504
46750823,5,1,1,3,173005,0,150415,150415,1,117,7504
46750824,5,1,1,3,173005,0,150415,150415,1,117,7504
46750825,5,1,1,3,173005,0,150415,150415,1,117,7504
46750826,5,1,1,3,173005,0,150415,0,1,117,7504
46750827,5,1,1,3,173005,0,150415,0,1,117,7504
46750828,5,1,1,3,173005,0,150415,0,1,117,7504
46750829,1,1,1,0,150415,0,150415,0,1,117,657
46750830,1,1,1,0,150415,0,1,0,1,117,657
46750831,1,1,1,0,150415,0,1,0,1,117,326
46750832,1,1,1,0,1,1,1,0,1,117,326
46750833,1,1,1,0,1,1,1,0,1,117,326
46750834,1,1,1,0,1,1,1,0,1,117,327
46750835,1,1,1,0,1,1,1,0,1,117,327
46750836,1,1,1,0,1,1,1,0,1,117,330
46750837,1,1,1,0,1,1,1,0,1,117,660
46750838,1,1,1,0,1,1,1,0,1,117,660
46750839,1,1,1,0,1,1,1,0,1,117,660
46750840,1,1,1,0,1,1,1,0,1,117,3655
46750841,44,1,1,0,1,1,110044,0,1,117,3655
46750842,44,1,1,0,1,1,110044,0,1,117,3655
46750843,44,1,1,0,1,1,110044,0,1,117,474
46750844,44,1,1,0,1,1,110044,0,110044,117,474
46750845,44,1,1,0,1,1,110044,0,110044,117,474
46750846,44,1,1,0,1,1,110044,0,110044,117,475
46750847,305,1,1,3,1,1,305,0,110044,117,475
46750848,305,1,1,3,1,1,305,0,110044,117,476
46750849,305,1,1,3,1,1,305,0,110044,117,501
46750850,44,1,1,0,1,1,110044,0,110044,117,501
46750851,44,1,1,0,1,1,110044,0,110044,117,501
46750852,44,1,1,0,1,1,110044,0,110044,117,502
46750853,7,1,1,0,1,1,7,0,110044,117,502
46750854,7,1,1,0,1,1,7,0,110044,117,503
46750855,7,1,1,0,1,1,7,0,110044,117,503
46750856,300,1,1,0,1,1,300,0,300,117,503
46750857,300,1,1,0,1,1,300,0,300,117,504
46750858,300,1,1,0,1,1,300,0,300,117,511
46750859,3,1,1,0,1,1,3,0,300,117,511
46750860,3,1,1,0,1,1,3,0,300,117,511
46750861,3,1,1,0,1,1,3,0,300,117,3725
46750862,141,1,1,0,1,1,30141,0,304,117,3725
46750863,141,1,1,0,1,1,30141,0,304,117,3725
46750864,141,1,1,0,1,1,30141,0,304,117,476
46750865,117,0,1,0,1,1,117,0,30141,117,476
# MARK wr tick=46750865
46750866,117,0,1,0,1,1,117,0,30141,117,476
47047096,70,1,1,0,10044,1,70,0,305,0,522
47047097,70,1,1,0,10044,1,70,0,305,0,523
47047098,70,1,1,0,10044,1,70,0,305,0,527
47047099,30,1,1,0,10044,1,30,0,0,0,527
47047100,30,1,1,0,10044,1,30,0,0,0,527
47047101,30,1,1,0,10044,1,30,0,0,0,530
47047102,0,1,1,0,10044,1,0,0,0,0,530
47047103,0,1,1,0,10044,1,0,0,0,0,531
47047104,0,1,1,0,10044,1,0,0,0,0,531
47047105,30,1,1,0,10044,1,74030,0,0,0,531
47047106,30,1,1,0,10044,1,74030,0,0,0,532
47047107,30,1,1,0,10044,1,74030,0,0,0,532
47047108,0,1,1,0,10044,1,40000,0,74030,0,532
47047109,0,1,1,0,10044,1,40000,0,74030,0,533
47047110,0,1,1,0,10044,1,40000,0,74030,0,537
47047111,0,1,1,0,10044,1,4000,0,74030,0,537
47047112,0,1,1,0,10044,1,4000,0,74030,0,537
47047113,0,1,1,0,10044,1,4000,0,74030,0,540
47047114,2,1,1,0,10044,1,2,0,74030,0,540
47047115,2,1,1,0,10044,1,2,0,74030,0,541
47047116,2,1,1,0,10044,1,2,0,74030,0,476
47047117,1,1,1,0,10044,1,1,0,74030,0,476
47047118,1,1,1,0,10044,1,1,0,74030,0,476
47047119,1,1,1,0,10044,1,1,0,74030,0,0
47047120,30,1,1,3,10044,0,0,0,74030,0,0
